,Restaurant_Name,Inspection_Score,vp_total
47705,ACCENT FOOD SERVICES-TX INST FOR SURGERY,97,3.0
47706,CROWN BUFFET,80,20.0
47707,E.D. WALKER MIDDLE SCHOOL,94,6.0
47708,PALETERIA Y NEVERIA LA MICHOACANA,88,12.0
47709,KUSH'S DELI,92,8.0
47710,CHICK-FIL-A,92,8.0
47711,BAYLOR UNIVERSITY MED CTR PHYSICIANS,88,12.0
47712,RAMADA INN,95,5.0
47713,THE STAND,94,6.0
47714,LAKEWOOD CC LADIES' CARDROOM,96,4.0
47715,CRISPY CHICKEN AND RICE,90,10.0
47716,LUCIANOS AT THE GALLERIA,97,3.0
47717,TROLLEY STOP CAFE,87,13.0
47718,TGS MINI MART & CAR WASH,93,7.0
47719,VILLA O,94,6.0
47720,EL SABOR DE MI TIERRA,86,14.0
47721,OH SUSHI,81,19.0
47722,TERRACE #5054 EISENBERG #301,98,2.0
47723,CHIEF PAPA BEARS FRIED CHICKEN,86,14.0
47724,CVS PHARMACY #6963,94,6.0
47725,THE DOUGH DOUGH,99,1.0
47726,LA TIENDA CAMPINA,80,20.0
47727,URBANO CAFE,87,13.0
47728,SAMS CLUB #6482 - ROTISSERIE,100,0.0
47729,RACETRAC PETROLEUM #393,94,6.0
47730,AFC SUSHI @TOM THUMB #3650,100,0.0
47731,FIESTA MART #65 DELI,94,6.0
47732,ESCAPDE CLUB 2009,93,7.0
47733,BAR/KITCHEN(ICE MACHINE ONLY),95,5.0
47734,TACO BELL/LONG JOHN SILVERS #368,91,9.0
47735,J & S CATFISH,80,20.0
47736,WHICH WICH,98,2.0
47737,LAKE HIGHLANDS #2 VISITOR,87,13.0
47738,ST PETE'S DANCING MARLIN,82,18.0
47739,DALLAS PACIFIC INVESTMENTS,99,1.0
47740,ALDI,95,5.0
47741,LA MICHOACANA (BAKERY),88,12.0
47742,DISTRICT 9 DRAUGHT HAUS,77,23.0
47743,7-ELEVEN CONVENIENCE STORE #35403B,89,11.0
47744,HILLCREST HIGH SCHOOL,95,5.0
47745,MCDONALDS,91,9.0
47746,HAN'S DONUTS,86,14.0
47747,MARIO BROS TACOS,90,10.0
47748,SPEED MAX #5,97,3.0
47749,DAN F LONG JR HIGH SCHOOL,99,1.0
47750,ACCENT FOOD SERVICES- TRANSWESTERN,94,6.0
47751,SUBWAY (INSIDE TX ONCOLOGY BLDG),86,14.0
47752,NICK & RYE,81,19.0
47753,MI LUPITA,84,16.0
47754,OLD MILL INN,99,1.0
47755,E.D. WALKER MIDDLE SCHOOL,94,6.0
47756,HEB CENTRAL MARKET GROCERY/PRODUCE,98,2.0
47757,TACO BUENO,82,18.0
47758,WALMART #3406 / BAKERY & DELI,94,6.0
47759,EL RANCHO SEAFOOD/ MEAT,80,20.0
47760,DOCTORS CAFE,79,21.0
47761,MEDIEVAL TIMES DINNER & TOURNAMENT - SOUTH BAR,98,2.0
47762,MAMA'S DAUGHTER'S DINER,69,31.0
47763,KROGER #518 BAKERY/ WINE,95,5.0
47764,BIERGARTEN,94,6.0
47765,CHUBBY'S RESTAURANT & BAKERY,80,20.0
47766,STEPHEN C. FOSTER ELEMENTARY AUXILIARY KITCHEN,100,0.0
47767,EL RANCHO GROCERY/PRODUCE,90,10.0
47768,GOOD LUCK BURGER,92,8.0
47769,TMA GROCERY BEER & WINE,89,11.0
47770,NORTHWOOD MAIN KITCHEN/BAKERY/MEAT,92,8.0
47771,ROYAL OAKS COUNTRY CLUB HALFWAY HOUSE (BY TENNIS COURTS),90,10.0
47772,STREET'S FINE CHICKEN,86,14.0
47773,A+ ACADEMY,97,3.0
47774,CRISPY CHICKEN AND RICE,85,15.0
47775,HENK'S EUROPEAN DELI,81,19.0
47776,HAMPTON INN,95,5.0
47777,ONE MAIN PLACE FLOOR 32 PANTRY,97,3.0
47778,7-11,97,3.0
47779,TORTERIA GUERRERO,94,6.0
47780,TAQUERIA TAXCO,82,18.0
47781,SUSHI AVENUE (INSIDE OF TARGET),96,4.0
47782,ZAN WESLEY HOLMES JR. MIDDLE,92,8.0
47783,STACKHOUSE BURGERS,90,10.0
47784,CHAN THAI & PHO 88,80,20.0
47785,KOLACHE CORNER,97,3.0
47786,DONGBOSUNG,84,16.0
47787,BLACK JACK PIZZA,83,17.0
47788,APPLEBEE'S NEIGHBORHOOD BAR & GRILL,87,13.0
47789,SOUTHWEST AIRLINES - MAIN KITCHEN,92,8.0
47790,OASIS CAFE,88,12.0
47791,RICE BOWL EXPRESS,83,17.0
47792,NANYS CAFE,90,10.0
47793,DAVE & BUSTERS,92,8.0
47794,ADVANTAGE ACADEMY,97,3.0
47795,SONIC DRIVE IN,88,12.0
47796,ZAMYKAL GOURMET,95,5.0
47797,SNOOZE AN AM EATERY,93,7.0
47798,OH DONUTS,92,8.0
47799,FAMILY DOLLAR #5209,87,13.0
47800,BURGER HOUSE,94,6.0
47801,TACOS & TEQUILA 1ST FLOOR,87,13.0
47802,WHOLE FOODS MARKET (PREPARED FOODS & SUSHI),89,11.0
47803,SMOOTHIE FACTORY,95,5.0
47804,ALFONSO'S ITALIAN RESTAUR,90,10.0
47805,HYPNOTIC EMPORIUM,92,8.0
47806,TACO CABANA #265,81,19.0
47807,JUANITAS TAQUERIA & CARNICERIA,84,16.0
47808,THE VELVET ELVIS,84,16.0
47809,KROGER #213 DELI,96,4.0
47810,N STEMMONS SHELL,93,7.0
47811,TOASTED COFFEE & KITCHEN,80,20.0
47812,PIGGIE PIES PIZZA,87,13.0
47813,KEMS RESTAURANT,91,9.0
47814,MCDONALDS,93,7.0
47815,ENCHILADA'S,97,3.0
47816,ONE MAIN PLACE FLOOR 32 PANTRY,97,3.0
47817,KOLACHE TOWN,97,3.0
47818,LITTLE CAESARS,97,3.0
47819,YOLK,89,11.0
47820,PINOT'S PALETTE,95,5.0
47821,THE ORIGINAL PANCAKE HOUS,94,6.0
47822,CRAB & CLAW,76,24.0
47823,GOLDEN CHICK,97,3.0
47824,7-ELEVEN #35648,86,14.0
47825,ATRIO RESTAURANT,87,13.0
47826,SHERATON DALLAS HOTEL EMPLOYEE,92,8.0
47827,GILLEY'S,100,0.0
47828,LA FRONTERA RESTAURANT + BAR,98,2.0
47829,LA CALLE DOCE,85,15.0
47830,ANISA'S KITCHEN,90,10.0
47831,MOTOR STREET CHEVRON,89,11.0
47832,S & B STORE,90,10.0
47833,KUAI ASIAN KITCHEN,92,8.0
47834,RACETRAC,97,3.0
47835,I FRATELLI PIZZA,86,14.0
47836,E-Z TRIP FOOD MART #18,86,14.0
47837,STEEL CITY POPS,98,2.0
47838,RESTAURANTE & PANADERIA LATINA,82,18.0
47839,COOL ZONE,99,1.0
47840,CRISPY CHICKEN & RICE,92,8.0
47841,LA REAL MICHOACANA ICE CREAM PARLOR,90,10.0
47842,MURPHY'S DELI,97,3.0
47843,IHOP,89,11.0
47844,JERSEY MIKES SUBS,93,7.0
47845,THIRSTY'S,93,7.0
47846,TODAY'S DISCOUNT FOOD MAR,95,5.0
47847,JACK IN THE BOX,88,12.0
47848,REINHARDT ELEMENTARY SCH,93,7.0
47849,SEVY'S GRILL,91,9.0
47850,ROMA'S PIZZA & GRILL,94,6.0
47851,WINGSTOP #5,99,1.0
47852,FIESTA MART #58 GROCERY,93,7.0
47853,SUSHI ROCK,91,9.0
47854,TIPPY'S THAI CAFE,94,6.0
47855,CORNER BAKERY CAFE,91,9.0
47856,WESTIN PRIVATE EVENT ROOM,100,0.0
47857,CONCESSIONS STANDS-JESSE OWENS MEMO,92,8.0
47858,MONTERREY RESTAURANT & BBQ,77,23.0
47859,TOM THUMB #2642 BAKERY,90,10.0
47860,SHIRAZ MEDITERRANEAN GRILL,95,5.0
47861,JOHN H REAGAN SCH,96,4.0
47862,WHOLE FOODS MARKET-DELI,92,8.0
47863,7-11CONVENIENCE STORE #33441,98,2.0
47864,PICOLE POPS,95,5.0
47865,THE ORIGINAL PANCAKE HOUS,86,14.0
47866,MEDUSA #2,100,0.0
47867,WHATATORTA,82,18.0
47868,LEDBETTER FOOD & GAS,81,19.0
47869,GARZA FOODS,97,3.0
47870,OLIVIA'S STORE,100,0.0
47871,GROCERY SERVICES NORTH,95,5.0
47872,WINGSTOP,95,5.0
47873,HENRY'S MAJESTIC,81,19.0
47874,CJ & ANN HYMAN ELEMENTARY,93,7.0
47875,HOUSE OF BLUES - FOUNDATION BAR,96,4.0
47876,ACCENT FOOD SERVICES- BAKERY,94,6.0
47877,CHURCH'S CHICKEN,86,14.0
47878,CONCESSIONS STANDS-JESSE OWENS MEMO,94,6.0
47879,CHURCH'S CHICKEN,90,10.0
47880,THE ORIGINAL SNAPPY CATFISH,92,8.0
47881,OLIVELLAS LAKEWOOD,85,15.0
47882,QUIKTRIP #1900,94,6.0
47883,7- ELEVEN,100,0.0
47884,MARGARITA'S RESTAURANT,86,14.0
47885,YOGURT TIME,94,6.0
47886,Y.O. RANCH STEAKHOUSE,91,9.0
47887,CHIPOTLE MEXICAN GRILL,96,4.0
47888,WINGSTOP,96,4.0
47889,FANTASY CAKES,95,5.0
47890,NOOR SON 99 CENT PLUS,92,8.0
47891,BUDA JUICE,89,11.0
47892,EL TACASO,89,11.0
47893,SEAGO PANTRY,91,9.0
47894,FLOYDS PLACE,92,8.0
47895,WINGSTOP,93,7.0
47896,COTTON BOWL STAND #9,100,0.0
47897,DALLAS CABARET,97,3.0
47898,POTPOURRI OF SILK,92,8.0
47899,ACCENT FOOD SERVICES-BLDG 3 2ND FLOOR TRINITY,97,3.0
47900,BAYLOR UNIVERSITY MED CTR COLD/DRY PREP,100,0.0
47901,BENJAMIN FRANKLIN SCHOOL,95,5.0
47902,SHEGER ETHIPOIAN GROCERY,81,19.0
47903,METRO DINER,63,37.0
47904,CHIC BAKERY,86,14.0
47905,LAKEWOOD COUNTRY CLUB,92,8.0
47906,EDGEMERE KITCHEN,80,20.0
47907,T BONE PICKENS,92,8.0
47908,COMPANY CAFE,86,14.0
47909,24 EVER,96,4.0
47910,RESTAURANT EY TIENDA ELMANA #2 PANADERIA,90,10.0
47911,CROWN GROCERY & DELI,82,18.0
47912,STARBUCKS COFFEE COMPANY,91,9.0
47913,CASHSAVER PRODUCE,92,8.0
47914,CIRCLE K EXPRESS,79,21.0
47915,MARISCOS SANCHEZ RESTAURANT & CLUB,85,15.0
47916,KIEST DONUTS,90,10.0
47917,BRADY CENTER,97,3.0
47918,MR K CONVENIENCE STORE,95,5.0
47919,ACADEMIA DE LA SALUD,97,3.0
47920,7-ELEVEN #34530A,93,7.0
47921,BERTA'S RESTAURANTE Y PANADERIA,88,12.0
47922,EL RANCHO #25 - GROCERY,98,2.0
47923,DOLLAR TREE #4305,96,4.0
47924,LIBERTY BURGER,97,3.0
47925,ULTIMATE STOP,91,9.0
47926,COSTCO WHOLESALE (FOOD COURT),96,4.0
47927,PHO ENVY,80,20.0
47928,MICKEY PIERSALL GOLF SHOP,89,11.0
47929,STARBUCKS,98,2.0
47930,PIZZA HUT/WINGSTREET,90,10.0
47931,FELIX CULPA,89,11.0
47932,MANNA FOOD STORE,94,6.0
47933,BUY LOW FOOD CHUPACABRAS,83,17.0
47934,THE EATERY EXPRESS,95,5.0
47935,JASON'S DELI,97,3.0
47936,WARBUCKS INC,92,8.0
47937,PAPPADEAUX SEAFOOD,93,7.0
47938,THE MEAT SHOP,95,5.0
47939,ITALIA EXPRESS,81,19.0
47940,MAIL BOX MEXICAN GROCERY,85,15.0
47941,JOHN B HOOD JR HIGH,99,1.0
47942,YOLK RESTAURANT,90,10.0
47943,TACOS SAN LUIS,81,19.0
47944,APP#49779 YO'S SPOT I SPOT,96,4.0
47945,BANGKOK CITY RESTAURANT,89,11.0
47946,FAST STOP FOOD STORE,88,12.0
47947,PEAK PREPARATORY-PRIMARY SCHOOL,91,9.0
47948,CULINAIRE INTERNATIONAL BAR,94,6.0
47949,FRANKFORD MIDDLE SCHOOL,90,10.0
47950,LITTLE CAESARS PIZZA #1617,88,12.0
47951,ZEE INTERNATIONAL STORE,91,9.0
47952,FRENCH GARDEN - DELI,92,8.0
47953,EVA CAFE,80,20.0
47954,FUEL STATION #2105,99,1.0
47955,MARISCOS LA MAREA,92,8.0
47956,WINGSTOP,89,11.0
47957,ISRAEL PRODUCE,98,2.0
47958,JACK IN THE BOX #729,87,13.0
47959,JIMMY JOHN'S SANDWICH SHOP,98,2.0
47960,TACO CHANO'S,84,16.0
47961,ASIAN GROCERY,80,20.0
47962,EXPO,88,12.0
47963,NOTHING BUNDT CAKES,92,8.0
47964,CELEBRITY CAFE & BAKERY,77,23.0
47965,EMPLOYEE CAFE,90,10.0
47966,SPAGHETTI WAREHOUSE,90,10.0
47967,BLUE BAMBOO,88,12.0
47968,RICE BOWL EXPRESS,84,16.0
47969,RAFAIN BRAZILIAN CHURRASCARIA,93,7.0
47970,EL RANCHO #25 - PRODUCE,93,7.0
47971,LIMON'S TAMALES-TACOS-ENCHILADAS,87,13.0
47972,FAMILY DOLLAR #3419,96,4.0
47973,SUBWAY (INSIDE TX ONCOLOGY BLDG),99,1.0
47974,THE GOLF CLUB OF DALLAS / BAR,86,14.0
47975,UCHI DALLAS,93,7.0
47976,RESIDENT TAQUERIA,86,14.0
47977,KROGER PRODUCE,88,12.0
47978,PINOT'S PALETTE,98,2.0
47979,FAMILY DOLLAR,81,19.0
47980,DONUT 4 YOU,93,7.0
47981,COOL ZONE,98,2.0
47982,COTTON BOWL STAND #10,100,0.0
47983,CAMP EL HAR,92,8.0
47984,SONIC,97,3.0
47985,HEIGHTS PREP SCHOOL/WARMING KITCHEN,98,2.0
47986,MARRIOTT/CENTRIC,96,4.0
47987,CAFE BRAZIL BAKERY,97,3.0
47988,WHOLE FOODS MARKET (SEAFOOD/MEAT),92,8.0
47989,PEGASUS ROOM,99,1.0
47990,FAMILY DOLLAR #1606,85,15.0
47991,GOOD FRIEND,86,14.0
47992,TOM THUMB #3582 DELI,86,14.0
47993,GORDON BIERSCH BREWERY RESTAURANT,85,15.0
47994,ANSON JONES SCHOOL,97,3.0
47995,ZARRAZ GRILL,97,3.0
47996,DALLAS MARRIOTT SUITES,86,14.0
47997,MR. MESERO,85,15.0
47998,GREAT OUTDOORS SUB SHOP,92,8.0
47999,PANDA EXPRESS #992,95,5.0
48000,DALLAS SPEED ZONE,89,11.0
48001,LONG JOHN SILVER'S #31817,91,9.0
48002,NRGIZE AT TAC,87,13.0
48003,EL TIZONCITO,90,10.0
48004,FIESTA MART #74 BAKERY,97,3.0
48005,VICKERY MEADOWS ELEMENTAR,95,5.0
48006,R & R CAFE,80,20.0
48007,HI FLAMEZ DELI,80,20.0
48008,SUBWAY (INSIDE TX ONCOLOGY BLDG),90,10.0
48009,MUGHLAI RESTAURANT,85,15.0
48010,SAMS CLUB #6482 - CAFE,98,2.0
48011,SUSHI YA RESTAURANT,94,6.0
48012,WAL-MART #3341 DELI,94,6.0
48013,BT AMERICAS,100,0.0
48014,CAFE TACUBA RESTAURANT,88,12.0
48015,CINCO TACO BAR,86,14.0
48016,GOLDEN CROWN BBQ - BBQ KITCHEN,87,13.0
48017,UPTOWN SUNDRY & GIFTS,95,5.0
48018,CAFE MTV,89,11.0
48019,LAKEWOOD ELEM SCHOOL,96,4.0
48020,CHAMOY LOCOS,94,6.0
48021,JERRY'S SUPERMARKET,88,12.0
48022,LA MICHOACANA (MEAT MARKET),98,2.0
48023,SUBWAY SANDWICH SHOP #5,89,11.0
48024,NESTLE TOLLHOUSE CAFE BY CHIP -KIOSK,95,5.0
48025,COFFEE POST- 1st FLOOR,88,12.0
48026,URBANO CATERING,93,7.0
48027,BURGDAWGS,92,8.0
48028,EL EMPERADOR,91,9.0
48029,PRESTONWOOD ELEMENTARY,96,4.0
48030,S & K GROCERY,80,20.0
48031,MARRIOTT/ ROOM SERVICE KITCHEN,96,4.0
48032,TACOS LA BANQUETA PURO D.F.,80,20.0
48033,JASON'S DELI,97,3.0
48034,MEXICO LINDO,90,10.0
48035,RSR POPCORN STOP,94,6.0
48036,LUMIN LINDSLEY PARK COMMUNITY SCHOOL,100,0.0
48037,WHATABURGER,90,10.0
48038,PT'S FRIED CHICKEN AND MORE,83,17.0
48039,EUREST DINING,91,9.0
48040,HOUSE OF BLUES BAR 5,97,3.0
48041,GROCERY/PRODUCE,96,4.0
48042,EL TOZINCITO RESTARANT,90,10.0
48043,GOLD CLUB BAR,97,3.0
48044,BOCCE,80,20.0
48045,SCOBEE FOODS,97,3.0
48046,JASON'S DELI,90,10.0
48047,WEST DALLAS COMMUNITY SCHOOL,96,4.0
48048,GUZICK ELEMENTARY,99,1.0
48049,MOTOR STREET CHEVRON,92,8.0
48050,WILLIAMS FRIED CHICKEN,75,25.0
48051,CONCESSION STAND VISTORS,85,15.0
48052,MEDIEVAL TIMES BAR,92,8.0
48053,EL CENTRO FSI,98,2.0
48054,LOUISE WOLFF KHAN ELEM,93,7.0
48055,TUTTA'S,89,11.0
48056,DEL FRISCO'S GRILLE 2ND FLR,92,8.0
48057,COTTON BOWL STAND #4,89,11.0
48058,THE DUMP - THE DUMP,97,3.0
48059,EL BOTANERO BAR,86,14.0
48060,RUSTY TACO,95,5.0
48061,K-BIBA  INVESTMENTS,98,2.0
48062,INDIGO HOTEL/ BASEMENT,94,6.0
48063,I AM THE JUICE PLACE,94,6.0
48064,LORENZO HOTEL (1ST FLOOR),94,6.0
48065,FRUTERIA CANO,90,10.0
48066,BURGER KING,99,1.0
48067,LAWSON CONVENIENCE STORE,83,17.0
48068,MCDONALD'S,95,5.0
48069,DOLLAR GENERAL STORE #13350,95,5.0
48070,QDOBA MEXICAN GRILL,89,8.0
48071,HYPNOTIC DONUTS,95,5.0
48072,BUY LOW FOOD AND BEER,96,4.0
48073,NRGIZE AT TAC,90,10.0
48074,303 BAR & GRILL (BAR AREA),96,4.0
48075,BAYLOR HOSPITAL CAFETERIA,85,15.0
48076,BEST THAI DINER,74,26.0
48077,OPENING BELL COFFEE,94,6.0
48078,PARRISH EPISCOPAL-MAIN,84,16.0
48079,EL RINCON TAPATIO,95,5.0
48080,INIQUITY - LEVEL 2,97,3.0
48081,VALERO CORNER STORE #2117,98,2.0
48082,OFF THE CUFF,75,22.0
48083,KROGER #528 GROCERY,97,3.0
48084,JAPANESE  TAMPOPO,81,19.0
48085,FOXY CO,89,11.0
48086,BACHMAN LAKE CHEVRON,96,4.0
48087,TOM THUMB #2642 PRODUCE,100,0.0
48088,SHIRAZ MEDITERRANEAN GRILL,95,5.0
48089,US FOOD TRUCKS COMMISSARY,91,9.0
48090,CHURCH'S CHICKEN #1051,97,3.0
48091,PAYLESS FOOD & BEER WINE,99,1.0
48092,BRAUM'S ICE CREAM #263,98,2.0
48093,TOM THUMB #3522 DELI,96,4.0
48094,RAINBOW SNOW,93,7.0
48095,MUTT'S CANINE CANTINA,93,7.0
48096,SNUFFER'S,78,22.0
48097,THE MIXING BOWL,85,15.0
48098,C & P GROCERY,87,13.0
48099,SEASON'S 52,82,18.0
48100,A&R REVELES MEXICAN BAKERY,88,12.0
48101,MANGIAMO ITALIAN RESTAURANT,92,8.0
48102,PRODUCTION KITCHEN,96,4.0
48103,VILLA GRILL DALLAS,86,14.0
48104,SUNNYVALE FOOD MART,88,12.0
48105,COLTERS BBQ,92,8.0
48106,STARBUCKS,94,6.0
48107,FIESTA MART #74 TAQUERIA,94,6.0
48108,SPAGHETTI WAREHOUSE,57,43.0
48109,USA BOWL,83,17.0
48110,TAQUERIA LA PROVIDENCIA,81,19.0
48111,ROCKIN CRAB,84,16.0
48112,JOULE HOTEL- RESTAURANT,92,8.0
48113,BURGER KING,96,4.0
48114,MIMIS PIZZERIA,96,4.0
48115,C F CARR SCHOOL,95,5.0
48116,UNION GOSPEL MISSION,97,3.0
48117,THE ARMORY DE,88,12.0
48118,POPEYES,96,4.0
48119,BIRRIERIA AGUINAGA,80,20.0
48120,APP#49779 YO'S SPOT I SPOT,78,22.0
48121,FIESTA MART #214 (GROCERY),93,7.0
48122,CVS PHARMACY,97,3.0
48123,OISHI SUSHI,80,20.0
48124,SEOUL GARDEN,87,13.0
48125,GOODY'S FOOD STORE,94,6.0
48126,SIDE BAR MAIN,88,12.0
48127,FRUITLANDIA/WATER INN,89,11.0
48128,BANQUET KITCHEN - BALLROOM LEVEL,99,1.0
48129,TUKTA THAI RESTAURANT,88,12.0
48130,PIZZA HUT #034526,88,12.0
48131,E P CAILLET ELEMENTARY,96,4.0
48132,THAI LAO EXPRESS,96,4.0
48133,7-ELEVEN,92,8.0
48134,FRETZ PARK RECREATION CENTER,96,4.0
48135,STARBUCKS IN TARGET STORES -T0875,85,15.0
48136,LOYD'S OLD FASHION BURGER,81,19.0
48137,NEW O'MALLEY'S,95,5.0
48138,TAQUERIA FONDITA CELAYA,96,4.0
48139,T BAR M RACQUET POOLS,96,4.0
48140,BREWED AND PRESSED,93,7.0
48141,CPF SENIOR LIVING (TRATTORA),79,21.0
48142,LA OFICINA BAR & GRILL,95,5.0
48143,TOM THUMB #1540 MEAT & SEAFOOD,95,5.0
48144,THE WOOLWORTH,94,6.0
48145,MCDONALD'S,95,5.0
48146,SUDIE L WILLIAMS TALENTED AND GIFTED ACADEMY,99,1.0
48147,VILLAGES OF LAKE HIGH-SERVERIES,90,10.0
48148,LOCAL TRAVELER (WHEEL IN OUTSIDE BAR),99,1.0
48149,NANCY JANE COCHRAN ELEMENTARY,95,5.0
48150,SONIC DRIVE INN,93,7.0
48151,GLORIA'S RESTAURANT,77,23.0
48152,NO RA ZO,92,8.0
48153,CRUSHCRAFT,81,19.0
48154,FRESHI,91,9.0
48155,ED CAMPBELL CONCESSION- COTTON BOWL STAND #21-1N13,100,0.0
48156,MIDNIGHT RODEO,96,4.0
48157,CENTRAL MARKET COFFEE/GELATO,96,4.0
48158,PARADISE CAJUN SEAFOOD,87,13.0
48159,FEARING RESTAURANT,97,3.0
48160,THE GREEN DOOR,82,18.0
48161,MY BEER STORE 2,92,8.0
48162,VICTOR TANGOS,94,6.0
48163,GRANDY'S,93,7.0
48164,HOCKADAY SCHOOL ATHLETIC FIELD CONCESSION,97,3.0
48165,METRO DINER,88,12.0
48166,TORTILLERIA TUZANTLA,80,20.0
48167,COSTCO WHOLESALE (MEAT),94,6.0
48168,ADAMS FOOD STORE,84,16.0
48169,APP#49780 TELCILAS DISCOTECH,80,20.0
48170,WHATABURGER,88,12.0
48171,WILLIAMS FRIED CHICKEN,80,20.0
48172,SAM FOOD MARKET COMPANY,80,20.0
48173,WHATABURGER #846,90,10.0
48174,PLAZA #1077 TACO BUENO 105,99,1.0
48175,STARBUCKS COFFEE,97,3.0
48176,7-ELEVEN STORE #36449B,82,18.0
48177,15695 HEIGHTS PREP,97,3.0
48178,TAQUERIA FONDITA CELAYA,77,23.0
48179,SHOP N GO,94,6.0
48180,ANNA'S DELI,80,20.0
48181,HUMPERDINK'S GREENVILLE,90,10.0
48182,WAL-MART NEIGHBORHOOD/DELI,97,3.0
48183,CESAR'S TACOS,80,20.0
48184,MARRIOTT/ ROOM SERVICE KITCHEN,98,2.0
48185,RITZ CARLTON HOTEL - EMPLOYEE DINNING,96,4.0
48186,SUSHI GO,81,19.0
48187,OAKCLIFF BIBLE FELLOWSHIP-SNACK BAR,100,0.0
48188,SUBWAY #1848,94,6.0
48189,MAPLE LEAF DINER,89,11.0
48190,CHICKEN HOUSE PLUS,85,15.0
48191,WAL-MART #2667 ON-LINE PICKUP,98,2.0
48192,FIESTA MART #58 KIOSK,93,7.0
48193,TORTERIA INSURGENTES,85,15.0
48194,RICE XPRESS,83,17.0
48195,TEQUILA RESTAURANTE Y BAR,94,6.0
48196,BIG LOTS #4652,95,5.0
48197,MITCHELL ELEMENTARY,97,3.0
48198,CIVELLO'S RAVIOLISMO,93,7.0
48199,PANADERIA VERA'S,89,11.0
48200,CAJUN TAILGATORS,90,10.0
48201,RELISH,99,1.0
48202,LUCKY'S,95,5.0
48203,MCDONALD'S,80,20.0
48204,EL FENIX,83,17.0
48205,TANOSHI RAMEN,92,8.0
48206,BEN MILAM SCHOOL,98,2.0
48207,TEPPO YAKITORI & SUSHI BR,90,10.0
48208,RESTAURANT BAR COCO-LOCO,76,24.0
48209,DEESWAY GROCERY,90,10.0
48210,FIESTA MART #71 (SEAFOOD),91,9.0
48211,CAFE AT NORTH HAVEN GARDENS,92,8.0
48212,GARNISH KITCHEN,83,17.0
48213,GENGHIS GRILL,81,19.0
48214,PUPUSERIA BELTRAN,84,16.0
48215,DAIRY QUEEN,86,14.0
48216,ALBERTSON'S #4105 GROCERY,88,12.0
48217,PACIUGO GELATO & CAFFE,95,5.0
48218,CVS PHARMACY,100,0.0
48219,CENTER STAGE SERVERY,95,5.0
48220,STAMPEDE 66 RESTAURANT,87,13.0
48221,LUCKY TEXAN 3,82,18.0
48222,SWAYZ,88,12.0
48223,FAMILY DOLLAR #23732,90,10.0
48224,FIESTA MART #68 GROCERY/PRODUCE,90,10.0
48225,MASSIMO'S BAKERY,84,16.0
48226,NORTHWOOD MAIN KITCHEN/BAKERY/MEAT,83,17.0
48227,PAUL DUNBAR ELEMENTARY,95,5.0
48228,LITTLE CAESARS PIZZA,91,9.0
48229,TACO BELL #367,96,4.0
48230,LA FONDITA MEXICAN RESTAURANT,86,14.0
48231,TILLMAN'S CORNER RESTAURANT,86,14.0
48232,RESTAURANTE DONA MARY,88,12.0
48233,ICHIRO RAMEN SHOP,83,17.0
48234,LA PALOMA TAQUERIA,81,19.0
48235,PIZZA PATRON #0005,96,4.0
48236,AVENTURAS CONVENIENCE,93,7.0
48237,WENDY'S #9411,88,12.0
48238,TAQUERIA EL ATORON,82,18.0
48239,THE HILLCREST OF NORTH DALLAS,97,3.0
48240,EDIBLE ARRANGEMENTS,98,2.0
48241,LIBERTY BURGERS,94,6.0
48242,SCHLOTSZKY'S,88,12.0
48243,NOOR SON 99 CENT PLUS,98,2.0
48244,SAHARA RESTAURANT,89,11.0
48245,LAS HAMACAS,84,16.0
48246,EL RANCHO SEAFOOD/ MEAT,83,17.0
48247,VAIL DONUTS,92,8.0
48248,PUPUSERIA BELTRAN,90,10.0
48249,GLAZED KOLACHE AND DONUTS,88,12.0
48250,FUEL STOP,88,12.0
48251,CENTRAL MARKET SCHOOL,93,7.0
48252,BARBARA JORDAN ELEMENTARY,93,7.0
48253,WHATABURGER,96,4.0
48254,QUEENIE'S DELI,98,2.0
48255,STAYBRIDGE SUITES,96,4.0
48256,"VESTALS, INC",90,10.0
48257,T C SHAVED ICE,95,5.0
48258,SUNNY STREET CAFE,87,13.0
48259,GOLDEN CHICK,85,15.0
48260,WAL-MART SUPERCENTER #5147 - DELI,94,6.0
48261,NORMA'S CAFE,93,7.0
48262,TORTAS LA HECHIZERA,90,10.0
48263,ME LATTE CAFE,92,8.0
48264,MALONE'S COST PLUS #2,93,7.0
48265,WILLIAMS CHICKEN,94,6.0
48266,THE PORCH,80,20.0
48267,KROGER GROCERY & PRODUCE,97,3.0
48268,FIESTA MART #57 KIOSK,95,5.0
48269,WILLIAMS PREPARATORY SCHOOL KITCHEN,100,0.0
48270,KFC,90,10.0
48271,MT AUBURN ELEMENTARY,93,7.0
48272,BURGER KING,95,5.0
48273,ANTOJITO'S JALISCO,93,7.0
48274,ELOTES Y TAQUERIA ACAMBRIO,86,14.0
48275,GOLDEN CHICK,88,12.0
48276,CAULDRON ICE CREAM,91,9.0
48277,ABRAMS MOBIL,91,9.0
48278,GREEN OAKS HOSPITAL DIETARY,94,6.0
48279,WALNUT HILL ELEMENTARY,95,5.0
48280,TACO BELL/LONG JOHN SILVERS,96,4.0
48281,PALETERIA Y NEVERIA LA MICHOACANA,85,15.0
48282,VALERO CORNER STORE #2418,91,9.0
48283,POPEYE'S,91,9.0
