Year,Country,Life_Expectancy,Region,Income_Group,Alcohol,BMI,HIV_AIDS,Measles,Schooling,Healthcare_Expenditure
2000,Mozambique,49,Sub-Saharan Africa,Low income,1.14,16.5,12.2,7375,5.4,47.17250718
2014,Myanmar,66.4,East Asia & Pacific,Lower middle income,0.01,22.9,0.3,122,9.1,45.33788677
2011,Myanmar,65.6,East Asia & Pacific,Lower middle income,0.33,2.5,0.5,2046,9.1,21.23698847
2012,Myanmar,65.9,East Asia & Pacific,Lower middle income,0.55,21.3,0.5,2175,9.1,38.4279083
2013,Myanmar,66.2,East Asia & Pacific,Lower middle income,0.7,22.1,0.4,1010,9.1,38.33793462
2010,Myanmar,65.4,East Asia & Pacific,Lower middle income,0.3,19.8,0.5,190,8.8,17.48293752
2009,Myanmar,65.2,East Asia & Pacific,Lower middle income,0.28,19.1,0.6,329,8.5,11.05247903
2008,Myanmar,59.2,East Asia & Pacific,Lower middle income,0.3,18.3,0.6,333,8.2,9.53048032
2007,Myanmar,64.5,East Asia & Pacific,Lower middle income,0.26,17.6,0.6,1088,8.1,0.5305728
2006,Myanmar,64.2,East Asia & Pacific,Lower middle income,0.28,17,0.6,760,8,4.632776304
2005,Myanmar,63.9,East Asia & Pacific,Lower middle income,0.28,16.4,0.5,314,7.9,2.793843188
2004,Myanmar,63.5,East Asia & Pacific,Lower middle income,0.44,15.7,0.5,1329,7.8,4.15451614
2003,Myanmar,63.2,East Asia & Pacific,Lower middle income,0.4,15.2,0.5,830,7.7,3.824212472
2001,Myanmar,62.5,East Asia & Pacific,Lower middle income,0.38,14.1,0.4,2519,7.6,1.917164
2002,Myanmar,62.8,East Asia & Pacific,Lower middle income,0.41,14.6,0.4,736,7.6,3.421880938
2000,Myanmar,62.1,East Asia & Pacific,Lower middle income,0.35,13.6,0.4,845,7.5,2.511437292
2002,Namibia,55.7,Sub-Saharan Africa,Upper middle income,5.09,25.8,24.6,1278,11.8,203.7322893
2014,Namibia,65.9,Sub-Saharan Africa,Upper middle income,0.01,34.9,2.2,477,11.7,751.3982719
2004,Namibia,54.7,Sub-Saharan Africa,Upper middle income,4.8,27.2,24,4,11.7,368.2848258
2001,Namibia,56.5,Sub-Saharan Africa,Upper middle income,5.09,25.1,23.9,416,11.7,205.8078833
2003,Namibia,55,Sub-Saharan Africa,Upper middle income,5.28,26.5,24.7,262,11.7,294.6571552
2013,Namibia,66.1,Sub-Saharan Africa,Upper middle income,0.01,34.1,2.5,1028,11.6,760.6550553
2005,Namibia,55.1,Sub-Saharan Africa,Upper middle income,4.89,27.9,22.1,4,11.6,457.7200522
2012,Namibia,65.8,Sub-Saharan Africa,Upper middle income,0.01,33.3,3.7,86,11.5,796.8734263
2000,Namibia,57.4,Sub-Saharan Africa,Upper middle income,5.73,24.5,22.8,469,11.5,35.80978512
2011,Namibia,64.3,Sub-Saharan Africa,Upper middle income,7.84,32.5,4.7,79,11.5,7.896234931
2006,Namibia,57,Sub-Saharan Africa,Upper middle income,4.94,28.7,19.2,3,11.4,459.1572399
2010,Namibia,63,Sub-Saharan Africa,Upper middle income,7.58,31.8,6.2,3138,11.4,719.5535161
2009,Namibia,62.4,Sub-Saharan Africa,Upper middle income,7.99,31,8.7,4076,11.4,575.6748069
2007,Namibia,60,Sub-Saharan Africa,Upper middle income,5.12,29.4,15.2,21,11.3,62.11039296
2008,Namibia,61.7,Sub-Saharan Africa,Upper middle income,6.28,3.2,11.7,0,11.3,59.55033546
2014,Nepal,69.6,South Asia,Lower middle income,0.01,18.5,0.1,1279,12.4,8.523486403
2012,Nepal,68.9,South Asia,Lower middle income,0.26,17.4,0.2,3362,12.3,80.58788376
2013,Nepal,69.3,South Asia,Lower middle income,0.27,18,0.1,1861,12.3,80.15505125
2011,Nepal,68.4,South Asia,Lower middle income,0.27,16.9,0.2,2359,12,112.1229028
2010,Nepal,68,South Asia,Lower middle income,0.24,16.4,0.2,190,11.1,84.62302524
2009,Nepal,67.5,South Asia,Lower middle income,0.22,15.9,0.2,189,10.5,6.19357029
2008,Nepal,67,South Asia,Lower middle income,0.21,15.4,0.2,2089,10.1,70.27113179
2007,Nepal,66.6,South Asia,Lower middle income,0.2,14.9,0.2,1415,10,52.22906505
2006,Nepal,66,South Asia,Lower middle income,0.2,14.4,0.2,2838,9.6,45.87989927
2005,Nepal,65.4,South Asia,Lower middle income,0.2,13.9,0.2,5023,9.4,4.259752532
2004,Nepal,64.7,South Asia,Lower middle income,0.21,13.4,0.2,12074,9.3,31.93187316
2003,Nepal,64.3,South Asia,Lower middle income,0.2,12.9,0.1,13344,9.2,2.79096532
2001,Nepal,63.2,South Asia,Lower middle income,0.09,11.9,0.1,10849,9,21.92813881
2000,Nepal,62.5,South Asia,Lower middle income,0.08,11.4,0.1,9397,8.9,17.9123368
2002,Nepal,63.1,South Asia,Lower middle income,0.19,12.4,0.1,6749,8.6,23.18394594
2014,Netherlands,81.7,Europe & Central Asia,High income,0.01,61.6,0.1,140,18.1,1491.703605
2013,Netherlands,81.4,Europe & Central Asia,High income,8.68,61,0.1,2632,18.1,1475.030397
2012,Netherlands,81.1,Europe & Central Asia,High income,9.05,6.5,0.1,10,18.1,1162.656768
2011,Netherlands,81.1,Europe & Central Asia,High income,8.96,59.9,0.1,51,17.2,1047.370244
2010,Netherlands,88,Europe & Central Asia,High income,9.33,59.3,0.1,15,17,1035.621437
2009,Netherlands,86,Europe & Central Asia,High income,9.23,58.6,0.1,15,16.9,96.8585885
2002,Netherlands,78.4,Europe & Central Asia,High income,9.68,53.4,0.1,3,16.9,3455.197053
2008,Netherlands,83,Europe & Central Asia,High income,9.62,57.9,0.1,109,16.8,10873.40554
2001,Netherlands,78.3,Europe & Central Asia,High income,9.95,52.6,0.1,0,16.7,3054.515582
2007,Netherlands,82,Europe & Central Asia,High income,9.53,57.3,0.1,10,16.6,9689.732784
2004,Netherlands,79.2,Europe & Central Asia,High income,9.56,55,0.1,11,16.5,5170.130703
2003,Netherlands,78.7,Europe & Central Asia,High income,9.56,54.2,0.1,4,16.5,4472.6114
2006,Netherlands,79.8,Europe & Central Asia,High income,9.79,56.5,0.1,1,16.5,8344.010392
2000,Netherlands,78.1,Europe & Central Asia,High income,10.06,51.8,0.1,1019,16.5,2944.640134
2005,Netherlands,79.4,Europe & Central Asia,High income,9.69,55.8,0.1,4,16.4,6577.508136
2010,NewZealand,89,East Asia & Pacific,High income,9.62,64.8,0.1,43,20.3,6664.148708
2011,NewZealand,86,East Asia & Pacific,High income,9.47,65.3,0.1,597,19.7,8342.405764
2012,NewZealand,81.1,East Asia & Pacific,High income,9.2,65.9,0.1,68,19.5,924.5653683
2008,NewZealand,81,East Asia & Pacific,High income,9.49,63.8,0.1,0,19.5,6761.288966
2013,NewZealand,81.3,East Asia & Pacific,High income,9.18,66.4,0.1,8,19.3,10019.0763
2009,NewZealand,85,East Asia & Pacific,High income,9.24,64.3,0.1,198,19.3,63.57705167
2015,NewZealand,81.6,East Asia & Pacific,High income,8.7,67.5,0.1,10,19.2,0
2014,NewZealand,81.5,East Asia & Pacific,High income,9.07,66.9,0.1,280,19.2,1040.278436
2007,NewZealand,81,East Asia & Pacific,High income,9.19,63.2,0.1,25,19.2,606.3106561
2006,NewZealand,79.9,East Asia & Pacific,High income,9.34,62.6,0.1,20,19.1,496.2228007
2005,NewZealand,79.9,East Asia & Pacific,High income,9.31,62.1,0.1,20,18.9,491.055852
2004,NewZealand,79.2,East Asia & Pacific,High income,9.15,61.5,0.1,33,18.4,442.3774869
2003,NewZealand,79.1,East Asia & Pacific,High income,8.91,6.9,0.1,66,18.2,3661.792922
2002,NewZealand,78.7,East Asia & Pacific,High income,9.13,6.3,0.1,21,17.5,2892.257132
2001,NewZealand,78.5,East Asia & Pacific,High income,8.75,59.6,0.1,65,17.4,2205.98595
2000,NewZealand,78.6,East Asia & Pacific,High income,8.91,58.9,0.1,65,17.2,2143.021083
2014,Nicaragua,74.5,Latin America & Caribbean,Lower middle income,3.55,53.2,0.1,0,11.6,473.1238124
2011,Nicaragua,74.5,Latin America & Caribbean,Lower middle income,3.39,5.9,0.1,0,11.5,321.6132593
2013,Nicaragua,73.9,Latin America & Caribbean,Lower middle income,3.58,52.4,0.1,0,11.5,366.4841804
2012,Nicaragua,73.9,Latin America & Caribbean,Lower middle income,3.63,51.7,0.1,0,11.5,334.8174246
2010,Nicaragua,73.2,Latin America & Caribbean,Lower middle income,3.38,5.2,0.1,0,11.4,302.7045411
2009,Nicaragua,73.2,Latin America & Caribbean,Lower middle income,3.36,49.4,0.2,0,11.3,292.753101
2008,Nicaragua,72.5,Latin America & Caribbean,Lower middle income,3.64,48.6,0.2,0,11.1,275.064434
2006,Nicaragua,73,Latin America & Caribbean,Lower middle income,3.69,47.1,0.3,0,11,21.41123529
2005,Nicaragua,71.2,Latin America & Caribbean,Lower middle income,3.7,46.4,0.3,0,11,218.5716179
2003,Nicaragua,76,Latin America & Caribbean,Lower middle income,3.77,44.9,0.3,0,11,2.542436908
2004,Nicaragua,71,Latin America & Caribbean,Lower middle income,3.81,45.7,0.3,0,11,36.81621175
2007,Nicaragua,72.5,Latin America & Caribbean,Lower middle income,3.83,47.9,0.2,0,11,253.0007812
2002,Nicaragua,75,Latin America & Caribbean,Lower middle income,3.5,44.2,0.4,0,10.7,2.092343893
2001,Nicaragua,73,Latin America & Caribbean,Lower middle income,3.51,43.5,0.4,0,10.4,22.35595448
2000,Nicaragua,73,Latin America & Caribbean,Lower middle income,3.61,42.8,0.4,0,10.1,15.25518816
2014,Niger,61.4,Sub-Saharan Africa,Low income,0.01,18.9,0.5,1142,5.3,3.304039899
2013,Niger,69,Sub-Saharan Africa,Low income,0.01,18.5,0.6,1224,5.3,31.50243237
2012,Niger,63,Sub-Saharan Africa,Low income,0.01,18.1,0.7,272,5.1,29.75517982
2011,Niger,59.4,Sub-Saharan Africa,Low income,0.15,17.7,0.7,771,4.8,32.22493445
2010,Niger,58.2,Sub-Saharan Africa,Low income,0.12,17.3,0.9,372,4.5,5.883760536
2009,Niger,57.1,Sub-Saharan Africa,Low income,0.11,16.9,1.1,801,4.2,5.665405066
2008,Niger,56,Sub-Saharan Africa,Low income,0.12,16.5,1.3,1317,4,40.37835666
2007,Niger,55.2,Sub-Saharan Africa,Low income,0.1,16.1,1.4,282,3.8,35.80929749
2006,Niger,54.5,Sub-Saharan Africa,Low income,0.11,15.7,1.5,59,3.7,43.42193066
2005,Niger,53.7,Sub-Saharan Africa,Low income,0.11,15.4,1.6,2183,3.5,3.751715442
2004,Niger,52.9,Sub-Saharan Africa,Low income,0.11,15,1.6,63057,3.1,20.86118432
2003,Niger,52.1,Sub-Saharan Africa,Low income,0.1,14.6,1.6,54190,3,20.26876572
2002,Niger,51.4,Sub-Saharan Africa,Low income,0.1,14.3,1.6,31584,2.9,17.58722718
2001,Niger,56,Sub-Saharan Africa,Low income,0.11,13.9,1.6,61208,2.9,1.817829717
2000,Niger,50,Sub-Saharan Africa,Low income,0.1,13.6,1.5,21319,2.8,13.35783844
2014,Nigeria,53.6,Sub-Saharan Africa,Lower middle income,0.01,24.7,3.9,6855,10,263.2111031
2013,Nigeria,53.2,Sub-Saharan Africa,Lower middle income,8.3,24.1,3.9,52852,9.8,194.2032879
2012,Nigeria,52.7,Sub-Saharan Africa,Lower middle income,8.54,23.5,4.4,6447,9.7,204.7186256
2011,Nigeria,52.3,Sub-Saharan Africa,Lower middle income,8.75,22.8,4.7,18843,9.6,187.5733187
2010,Nigeria,52,Sub-Saharan Africa,Lower middle income,8.9,22.2,4.8,8491,9.5,133.1230872
2009,Nigeria,51.6,Sub-Saharan Africa,Lower middle income,9.05,21.6,4.9,1272,9.3,14.5676468
2008,Nigeria,59,Sub-Saharan Africa,Lower middle income,9.3,21,5,9960,9.2,105.5910629
2007,Nigeria,55,Sub-Saharan Africa,Lower middle income,9.55,2.4,5.2,2613,9.1,104.4746444
2006,Nigeria,49.8,Sub-Saharan Africa,Lower middle income,9.66,19.9,5.3,704,9,10.35779424
2005,Nigeria,49.2,Sub-Saharan Africa,Lower middle income,9.71,19.3,5.4,110927,8.9,6.416252787
2004,Nigeria,48.5,Sub-Saharan Africa,Lower middle income,9.76,18.8,5.4,31521,8.5,57.22555815
2003,Nigeria,48.1,Sub-Saharan Africa,Lower middle income,9.75,18.3,5.4,141258,8.1,30.19550849
2001,Nigeria,47.4,Sub-Saharan Africa,Lower middle income,9.58,17.3,5.1,168107,8,15.830985
2002,Nigeria,47.7,Sub-Saharan Africa,Lower middle income,9.61,17.8,5.3,42007,7.7,17.137754
2000,Nigeria,47.1,Sub-Saharan Africa,Lower middle income,9.23,16.9,4.9,212183,7.6,22.48177606
2015,Norway,81.8,Europe & Central Asia,High income,5.97,61.2,0.1,14,17.7,0
2014,Norway,81.6,Europe & Central Asia,High income,6.06,6.8,0.1,3,17.7,177.6382878
2012,Norway,81.3,Europe & Central Asia,High income,6.21,59.8,0.1,4,17.6,2094.19096
2005,Norway,81,Europe & Central Asia,High income,6.37,56.5,0.1,0,17.6,11792.53465
2011,Norway,81.1,Europe & Central Asia,High income,6.53,59.4,0.1,39,17.6,277.3550522
2007,Norway,85,Europe & Central Asia,High income,6.6,57.5,0.1,0,17.6,14829.41215
2008,Norway,86,Europe & Central Asia,High income,6.75,58,0.1,4,17.6,1707.130633
2001,Norway,78.8,Europe & Central Asia,High income,5.49,54,0.1,4,17.5,6356.827282
2013,Norway,81.5,Europe & Central Asia,High income,6.21,6.3,0.1,8,17.5,234.782883
2004,Norway,79.8,Europe & Central Asia,High income,6.22,55.9,0.1,7,17.5,1009.825011
2006,Norway,84,Europe & Central Asia,High income,6.47,57,0.1,0,17.5,12829.25408
2010,Norway,81,Europe & Central Asia,High income,6.59,58.9,0.1,3,17.4,15268.06445
2009,Norway,89,Europe & Central Asia,High income,6.68,58.5,0.1,2,17.4,142.3749426
2000,Norway,78.5,Europe & Central Asia,High income,5.67,53.3,0.1,0,17.1,6191.211908
2002,Norway,78.9,Europe & Central Asia,High income,5.89,54.6,0.1,5,17.1,749.6823382
2003,Norway,79.4,Europe & Central Asia,High income,6.04,55.3,0.1,8,17.1,880.7380617
2014,Oman,76.4,Middle East & North Africa,High income,0.4,53.5,0.1,0,13.7,166.1913728
2013,Oman,76.2,Middle East & North Africa,High income,0.46,52.8,0.1,0,13.7,1154.893473
2012,Oman,76,Middle East & North Africa,High income,0.51,52.3,0.1,13,13.7,1055.835493
2011,Oman,75.8,Middle East & North Africa,High income,0.54,52,0.1,5,13.6,158.27708
2010,Oman,75.6,Middle East & North Africa,High income,0.56,51.8,0.1,3,13.5,129.2260751
2009,Oman,75.4,Middle East & North Africa,High income,0.56,51.5,0.1,19,12.4,1040.629462
2008,Oman,75.2,Middle East & North Africa,High income,0.57,51.1,0.1,18,11.9,123.0966298
2006,Oman,74.7,Middle East & North Africa,High income,0.58,5.1,0.1,13,11.6,78.51141
2007,Oman,74.9,Middle East & North Africa,High income,0.57,5.6,0.1,24,11.5,88.45038011
2004,Oman,74,Middle East & North Africa,High income,0.61,48.9,0.1,18,11.5,70.46762486
2005,Oman,74.3,Middle East & North Africa,High income,0.63,49.5,0.1,25,11.5,854.0115758
2003,Oman,73.6,Middle East & North Africa,High income,0.56,48.1,0.1,1,11.2,65.65631302
2002,Oman,73.3,Middle East & North Africa,High income,0.54,47.3,0.1,5,11,585.9170945
2001,Oman,72.9,Middle East & North Africa,High income,0.55,46.5,0.1,15,10.7,564.5425663
2000,Oman,72.6,Middle East & North Africa,High income,0.38,45.9,0.1,15,10.4,62.86657508
2014,Pakistan,66.2,South Asia,Lower middle income,0.01,24.7,0.1,1370,7.8,62.29361092
2013,Pakistan,66,South Asia,Lower middle income,0.04,23.9,0.1,8749,7.7,60.18648815
2012,Pakistan,65.7,South Asia,Lower middle income,0.04,23.2,0.1,8046,7.6,59.65900139
2011,Pakistan,65.5,South Asia,Lower middle income,0.04,22.5,0.1,4386,7.5,57.87736282
2010,Pakistan,65.1,South Asia,Lower middle income,0.04,21.9,0.1,4321,7.5,0.66751505
2009,Pakistan,64.8,South Asia,Lower middle income,0.03,21.3,0.1,863,7.3,0.697215581
2008,Pakistan,64.6,South Asia,Lower middle income,0.03,2.6,0.1,1129,7.3,5.447133608
2007,Pakistan,64.4,South Asia,Lower middle income,0.03,2.1,0.1,2801,6.7,3.912744517
2006,Pakistan,64.2,South Asia,Lower middle income,0.03,19.5,0.1,7641,6.5,40.36829999
2005,Pakistan,62.9,South Asia,Lower middle income,0.04,18.9,0.1,2981,6.1,30.59320769
2004,Pakistan,63.7,South Asia,Lower middle income,0.01,18.4,0.1,4248,5.6,28.98323119
2003,Pakistan,63.5,South Asia,Lower middle income,0.01,17.9,0.1,4740,5.6,24.23455671
2002,Pakistan,63.2,South Asia,Lower middle income,0.01,17.4,0.1,3903,5.5,22.39387584
2001,Pakistan,63,South Asia,Lower middle income,0.01,16.9,0.1,3849,5.4,1.766663097
2000,Pakistan,62.8,South Asia,Lower middle income,0.02,16.4,0.1,2064,5.3,18.84534312
2014,Panama,77.6,Latin America & Caribbean,High income,6.74,57.1,0.1,0,13,1842.463782
2005,Panama,75.8,Latin America & Caribbean,High income,5.53,5.3,0.1,0,12.9,623.9100503
2006,Panama,76.2,Latin America & Caribbean,High income,5.72,51.1,0.1,0,12.9,631.1251711
2007,Panama,76.4,Latin America & Caribbean,High income,6.16,51.9,0.2,0,12.9,76.2508038
2013,Panama,77.5,Latin America & Caribbean,High income,6.89,56.3,0.1,0,12.9,1694.467075
2011,Panama,77.3,Latin America & Caribbean,High income,6.9,54.9,0.1,4,12.9,119.2124275
2003,Panama,75.5,Latin America & Caribbean,High income,5.52,48.6,0.1,0,12.8,58.45976019
2004,Panama,75.8,Latin America & Caribbean,High income,5.69,49.5,0.2,0,12.8,527.60848
2008,Panama,76.5,Latin America & Caribbean,High income,6.74,52.7,0.1,0,12.8,956.8229765
2009,Panama,76.8,Latin America & Caribbean,High income,6.87,53.4,0.1,0,12.8,1092.155356
2010,Panama,76.5,Latin America & Caribbean,High income,6.94,54.2,0.1,0,12.8,1199.319976
2012,Panama,77.2,Latin America & Caribbean,High income,6.95,55.6,0.1,0,12.8,201.7490628
2002,Panama,75.7,Latin America & Caribbean,High income,5.52,47.8,0.2,0,12.6,78.80940216
2001,Panama,75.5,Latin America & Caribbean,High income,5.43,46.9,0.1,0,12.4,7.320514461
2000,Panama,75.7,Latin America & Caribbean,High income,5.58,45.9,0.2,0,12.1,9.87102142
2014,PapuaNewGuinea,62.7,East Asia & Pacific,Lower middle income,0.01,47.9,0.7,2299,10,208.2311603
2013,PapuaNewGuinea,62.4,East Asia & Pacific,Lower middle income,0.01,47.2,0.8,12,10,25.70881695
2012,PapuaNewGuinea,62.2,East Asia & Pacific,Lower middle income,0.01,46.4,1,0,9.9,31.6357652
2011,PapuaNewGuinea,62,East Asia & Pacific,Lower middle income,0.88,45.7,1,0,9.9,23.40731286
2010,PapuaNewGuinea,61.8,East Asia & Pacific,Lower middle income,0.79,44.9,1.1,0,9.6,18.99961966
2009,PapuaNewGuinea,61.6,East Asia & Pacific,Lower middle income,0.82,44.2,1.1,0,9.2,20.53327531
2008,PapuaNewGuinea,61.4,East Asia & Pacific,Lower middle income,0.81,43.4,1.3,0,8.9,103.7277727
2007,PapuaNewGuinea,61.1,East Asia & Pacific,Lower middle income,0.71,42.7,1.4,0,8.6,85.7175381
2006,PapuaNewGuinea,68,East Asia & Pacific,Lower middle income,0.64,41.9,1.5,1,8.2,126.6142137
2005,PapuaNewGuinea,64,East Asia & Pacific,Lower middle income,0.84,41.1,1.5,1222,7.9,12.05551997
2004,PapuaNewGuinea,59.9,East Asia & Pacific,Lower middle income,0.58,4.4,1.5,1385,7.6,158.001946
2003,PapuaNewGuinea,59.6,East Asia & Pacific,Lower middle income,0.59,39.6,1.4,3863,7.2,124.3789361
2002,PapuaNewGuinea,59.3,East Asia & Pacific,Lower middle income,0.61,38.9,1.4,17620,6.9,110.9803062
2001,PapuaNewGuinea,59.1,East Asia & Pacific,Lower middle income,0.68,38.2,1.3,4023,6.6,93.37278497
2000,PapuaNewGuinea,58.9,East Asia & Pacific,Lower middle income,0.73,37.5,1.1,7135,6.2,62.56273841
2003,Paraguay,71.7,Latin America & Caribbean,Upper middle income,6.64,41.3,0.1,0,12.7,155.4233076
2010,Paraguay,73.2,Latin America & Caribbean,Upper middle income,5.65,46.4,0.1,0,12.4,359.9760397
2014,Paraguay,73.9,Latin America & Caribbean,Upper middle income,0.01,49.4,0.2,0,12.3,561.7684701
2013,Paraguay,73.8,Latin America & Caribbean,Upper middle income,5.03,48.6,0.2,0,12.3,573.4346982
2012,Paraguay,73.6,Latin America & Caribbean,Upper middle income,5.36,47.9,0.1,0,12.3,441.8446244
2011,Paraguay,73.4,Latin America & Caribbean,Upper middle income,5.79,47.1,0.1,0,12.3,472.1932825
2005,Paraguay,72.1,Latin America & Caribbean,Upper middle income,6.38,42.8,0.2,0,12.3,20.68037294
2002,Paraguay,71.5,Latin America & Caribbean,Upper middle income,5.66,4.6,0.1,0,12.2,152.8293973
2009,Paraguay,73,Latin America & Caribbean,Upper middle income,5.39,45.6,0.1,0,12.1,30.93519548
2006,Paraguay,72.3,Latin America & Caribbean,Upper middle income,5.61,43.5,0.2,0,12.1,26.18072382
2004,Paraguay,71.9,Latin America & Caribbean,Upper middle income,6.2,42,0.2,0,12.1,20.60083027
2007,Paraguay,72.5,Latin America & Caribbean,Upper middle income,5.61,44.2,0.1,0,12,318.6201852
2008,Paraguay,72.7,Latin America & Caribbean,Upper middle income,6.14,44.9,0.1,0,11.9,34.73924576
2001,Paraguay,71.2,Latin America & Caribbean,Upper middle income,6.66,39.8,0.1,0,11.8,233.8488603
2000,Paraguay,79,Latin America & Caribbean,Upper middle income,6.78,39.1,0.1,0,11.6,273.5758769
2002,Peru,72.6,Latin America & Caribbean,Upper middle income,4.03,46.7,0.4,0,13.9,40.53777863
2000,Peru,71.4,Latin America & Caribbean,Upper middle income,4.59,45.4,0.5,1,13.5,297.5112337
2014,Peru,75.3,Latin America & Caribbean,Upper middle income,0.01,54.9,0.1,0,13.4,973.728675
2001,Peru,72.4,Latin America & Caribbean,Upper middle income,4.22,46.1,0.5,0,13.4,302.5359058
2011,Peru,74.5,Latin America & Caribbean,Upper middle income,4.83,52.9,0.2,0,13.4,759.5380695
2012,Peru,74.9,Latin America & Caribbean,Upper middle income,5.14,53.6,0.1,0,13.4,885.9858185
2013,Peru,75.3,Latin America & Caribbean,Upper middle income,5.38,54.2,0.1,0,13.4,946.6521165
2003,Peru,72.1,Latin America & Caribbean,Upper middle income,4.5,47.4,0.4,0,13.3,34.70333523
2009,Peru,73.8,Latin America & Caribbean,Upper middle income,4.69,51.5,0.3,0,13.3,570.4532468
2010,Peru,73.7,Latin America & Caribbean,Upper middle income,4.72,52.2,0.2,0,13.3,69.43934508
2007,Peru,74,Latin America & Caribbean,Upper middle income,4.29,5.2,0.3,0,13.2,516.4037021
2008,Peru,73.9,Latin America & Caribbean,Upper middle income,4.85,5.8,0.3,1,13.2,58.4989742
2006,Peru,74.2,Latin America & Caribbean,Upper middle income,4.22,49.5,0.4,0,13,448.7670462
2005,Peru,72.8,Latin America & Caribbean,Upper middle income,4.44,48.8,0.4,0,13,411.5645653
2004,Peru,72.2,Latin America & Caribbean,Upper middle income,4.27,48.1,0.4,0,12.8,356.9393805
2009,Philippines,68,East Asia & Pacific,Lower middle income,4.42,22.1,0.1,1469,11.7,159.5348489
2014,Philippines,68.4,East Asia & Pacific,Lower middle income,4.52,24.8,0.1,58848,11.7,31.27232188
2013,Philippines,68.1,East Asia & Pacific,Lower middle income,4.61,24.3,0.1,2920,11.7,24.58973399
2005,Philippines,67,East Asia & Pacific,Lower middle income,4.22,2.1,0.1,118,11.6,105.7306982
2003,Philippines,67.2,East Asia & Pacific,Lower middle income,4.44,19.2,0.1,10511,11.6,0.901149288
